嗯	187	0.000184
嗲	2	0.000002
嗷	44	0.000043
嗽	29	0.000028
嘀	15	0.000015
嘈	1	0.000001
嘉	109	0.000107
嘎	19	0.000019
嘘	9	0.000009
嘚	4	0.000004
嘛	53	0.000052
嘞	8	0.000008
嘟	17	0.000017
嘡	1	0.000001
嘣	1	0.000001
嘭	5	0.000005
嘱	15	0.000015
嘲	44	0.000043
嘴	497	0.000488
嘶	18	0.000018
嘹	2	0.000002
嘻	24	0.000024
嘿	85	0.000083
噎	23	0.000023
噔	1	0.000001
噗	36	0.000035
噜	19	0.000019
噢	1	0.000001
噤	3	0.000003
器	214	0.000210
噩	15	0.000015
噪	20	0.000020
噬	59	0.000058
噱	1	0.000001
噼	16	0.000016
嚅	4	0.000004
嚎	30	0.000029
嚏	1	0.000001
嚓	38	0.000037
嚣	28	0.000027
嚯	10	0.000010
嚷	17	0.000017
嚼	6	0.000006
囊	14	0.000014
囔	6	0.000006
囚	8	0.000008
四	672	0.000660
回	1509	0.001481
因	613	0.000602
团	115	0.000113
囤	1	0.000001
囧	3	0.000003
囫	1	0.000001
园	93	0.000091
困	62	0.000061
囱	1	0.000001
围	316	0.000310
囵	1	0.000001
囹	1	0.000001
固	38	0.000037
国	182	0.000179
图	66	0.000065
圃	1	0.000001
圄	1	0.000001
圆	104	0.000102
圈	176	0.000173
土	90	0.000088
圣	48	0.000047
在	7033	0.006903
圭	1	0.000001
地	5469	0.005368
场	448	0.000440
圾	9	0.000009
址	4	0.000004
坂	1	0.000001
均	6	0.000006
坊	60	0.000059
坎	3	0.000003
坏	156	0.000153
坐	634	0.000622
坑	49	0.000048
块	180	0.000177
坚	71	0.000070
坛	35	0.000034
坝	2	0.000002
坟	35	0.000034
坠	5	0.000005
坡	9	0.000009
坤	41	0.000040
坦	23	0.000023
坨	6	0.000006
坩	2	0.000002
坪	2	0.000002
坯	1	0.000001
垂	79	0.000078
垃	9	0.000009
垄	2	0.000002
型	52	0.000051
垒	3	0.000003
垛	8	0.000008
垢	7	0.000007
垦	1	0.000001
垫	22	0.000022
垮	11	0.000011
埃	6	0.000006
埋	59	0.000058
城	795	0.000780
埚	2	0.000002
域	24	0.000024
培	12	0.000012
基	48	0.000047
堂	237	0.000233
堆	83	0.000081
堇	1	0.000001
堑	1	0.000001
堕	23	0.000023
堡	87	0.000085
堤	35	0.000034
堪	63	0.000062
堵	32	0.000031
塌	22	0.000022
塑	11	0.000011
塔	5	0.000005
塘	121	0.000119
塞	74	0.000073
填	14	0.000014
塾	4	0.000004
境	208	0.000204
墅	30	0.000029
墓	334	0.000328
墙	105	0.000103
增	80	0.000079
墨	90	0.000088
墩	4	0.000004
壁	78	0.000077
壑	4	0.000004
壕	3	0.000003
士	357	0.000350
壬	2	0.000002
壮	90	0.000088
声	2169	0.002129
壳	4	0.000004
壶	38	0.000037
壹	3	0.000003
处	739	0.000725
备	269	0.000264
复	253	0.000248
夏	45	0.000044
夕	33	0.000032
外	1907	0.001872
多	2340	0.002297
夜	242	0.000238
够	188	0.000185
大	5258	0.005161
天	4503	0.004420
太	1269	0.001246
夫	344	0.000338
夭	5	0.000005
央	31	0.000030
失	420	0.000412
头	3019	0.002963
夷	23	0.000023
夸	42	0.000041
夹	48	0.000047
夺	48	0.000047
奄	4	0.000004
奇	445	0.000437
奈	73	0.000072
奉	41	0.000040
奋	85	0.000083
奎	34	0.000033
奏	49	0.000048
契	19	0.000019
奔	85	0.000083
奕	2	0.000002
奖	46	0.000045
套	94	0.000092
奚	3024	0.002968
奠	3	0.000003
奢	10	0.000010
奥	9	0.000009
女	1361	0.001336
奴	78	0.000077
奶	150	0.000147
奸	34	0.000033
她	5068	0.004975
好	4267	0.004188
妁	1	0.000001
如	1820	0.001786
妃	54	0.000053
妄	35	0.000034
妆	34	0.000033
妇	55	0.000054
妈	432	0.000424
妍	1	0.000001
妒	26	0.000026
妓	1	0.000001
妖	1264	0.001241
妙	90	0.000088
妞	2	0.000002
妣	1	0.000001
妥	43	0.000042
妨	29	0.000028
妩	10	0.000010
妲	2	0.000002
妹	114	0.000112
妻	111	0.000109
妾	4	0.000004
姆	24	0.000024
始	390	0.000383
姐	420	0.000412
姑	162	0.000159
姓	250	0.000245
委	54	0.000053
姚	1	0.000001
姜	35	0.000034
姣	3	0.000003
姥	9	0.000009
姨	146	0.000143
姬	3	0.000003
姻	24	0.000024
姿	44	0.000043
威	134	0.000132
娃	103	0.000101
娄	174	0.000171
娅	1	0.000001
娆	3	0.000003
娇	59	0.000058
娑	1	0.000001
娓	2	0.000002
娘	258	0.000253
娜	4	0.000004
娟	1	0.000001
娥	10	0.000010
娩	1	0.000001
娱	69	0.000068
娴	2	0.000002
娶	32	0.000031
婀	2	0.000002
婆	1097	0.001077
婉	10	0.000010
婚	353	0.000346
婢	10	0.000010
婪	5	0.000005
婴	71	0.000070
婶	222	0.000218
婿	63	0.000062
媒	13	0.000013
媚	63	0.000062
媛	14	0.000014
媲	2	0.000002
媳	25	0.000025
嫁	71	0.000070
嫂	4	0.000004
嫉	26	0.000026
嫌	39	0.000038
嫖	1	0.000001
嫡	3	0.000003
嫣	1	0.000001
嫦	1	0.000001
嫩	46	0.000045
嬉	9	0.000009
子	5733	0.005627
孑	1	0.000001
孔	53	0.000052
孕	3	0.000003
字	359	0.000352
存	146	0.000143
孙	181	0.000178
孝	60	0.000059
孟	31	0.000030
季	43	0.000042
孤	27	0.000027
学	873	0.000857
孩	448	0.000440
孬	3	0.000003
孰	12	0.000012
孺	2	0.000002
孽	36	0.000035
宁	64	0.000063
它	693	0.000680
宅	103	0.000101
宇	23	0.000023
守	144	0.000141
安	910	0.000893
宋	31	0.000030
完	577	0.000566
宏	18	0.000018
宗	48	0.000047
官	618	0.000607
宙	4	0.000004
定	1057	0.001038
宛	103	0.000101
宜	92	0.000090
宝	129	0.000127
实	1182	0.001160
宠	50	0.000049
审	37	0.000036
客	302	0.000296
宣	31	0.000030
室	101	0.000099
宦	9	0.000009
宪	1	0.000001
宫	109	0.000107
宰	19	0.000019
害	487	0.000478
宴	20	0.000020
宵	15	0.000015
家	2825	0.002773
容	541	0.000531
宽	55	0.000054
宾	13	0.000013
宿	31	0.000030
寂	32	0.000031
寄	25	0.000025
寅	3	0.000003
密	164	0.000161
寇	216	0.000212
富	98	0.000096
寐	1	0.000001
寒	95	0.000093
寓	15	0.000015
寝	1	0.000001
寞	13	0.000013
察	74	0.000073
寡	16	0.000016
寥	22	0.000022
寨	3	0.000003
寰	1	0.000001
寸	83	0.000081
对	2256	0.002214
寺	28	0.000027
寻	96	0.000094
导	480	0.000471
対	1	0.000001
寿	39	0.000038
封	85	0.000083
射	148	0.000145
将	1853	0.001819
尉	1	0.000001
尊	108	0.000106
小	2956	0.002901
少	1073	0.001053
尔	39	0.000038
尖	109	0.000107
尘	46	0.000045
尚	59	0.000058
尝	51	0.000050
尤	60	0.000059
尬	26	0.000026
就	6030	0.005919
尴	26	0.000026
尸	348	0.000342
尹	79	0.000078
尺	39	0.000038
尼	3	0.000003
尽	216	0.000212
尾	106	0.000104
尿	26	0.000026
局	151	0.000148
屁	102	0.000100
层	156	0.000153
居	310	0.000304
屈	83	0.000081
屉	6	0.000006
届	10	0.000010
屋	134	0.000132
屎	21	0.000021
屏	33	0.000032
屑	42	0.000041
展	364	0.000357
属	131	0.000129
屠	3	0.000003
屡	9	0.000009
履	7	0.000007
屯	1	0.000001
山	1069	0.001049
屹	2	0.000002
屿	3	0.000003
岁	170	0.000167
岂	105	0.000103
岌	4	0.000004
岐	1	0.000001
岔	9	0.000009
岗	2	0.000002
岛	13	0.000013
岩	13	0.000013
岭	11	0.000011
岳	88	0.000086
岸	29	0.000028
峙	4	0.000004
峡	10	0.000010
峥	2	0.000002
峦	2	0.000002
峨	7	0.000007
峭	9	0.000009
峰	87	0.000085
峻	11	0.000011
崂	3	0.000003
崇	39	0.000038
崔	1	0.000001
崖	4	0.000004
崛	7	0.000007
崩	28	0.000027
崭	9	0.000009
崽	11	0.000011
嵌	12	0.000012
嵩	46	0.000045
嵬	2	0.000002
嶂	1	0.000001
巅	65	0.000064
巍	4	0.000004
川	90	0.000088
州	180	0.000177
巡	145	0.000142
巢	8	0.000008
工	371	0.000364
左	262	0.000257
巧	129	0.000127
巨	108	0.000106
巩	4	0.000004
巫	6	0.000006
差	619	0.000608
己	1318	0.001294
已	1195	0.001173
巴	352	0.000346
巷	10	0.000010
巾	39	0.000038
市	225	0.000221
布	130	0.000128
帅	37	0.000036
帆	1	0.000001
师	1980	0.001943
希	84	0.000082
帐	23	0.000023
帑	1	0.000001
帖	8	0.000008
帘	24	0.000024
帚	2	0.000002
帛	1	0.000001
帝	84	0.000082
带	829	0.000814
席	28	0.000027
帮	592	0.000581
帷	3	0.000003
常	879	0.000863
帼	1	0.000001
帽	27	0.000027
幅	4	0.000004
幌	5	0.000005
幔	1	0.000001
幕	123	0.000121
幡	2	0.000002
幢	6	0.000006
干	667	0.000655
平	498	0.000489
年	1569	0.001540
并	580	0.000569
幸	165	0.000162
幺	1	0.000001
幻	53	0.000052
幼	29	0.000028
幽	63	0.000062
广	73	0.000072
庄	151	0.000148
庆	31	0.000030
庇	19	0.000019
床	235	0.000231
序	14	0.000014
庐	4	0.000004
库	25	0.000025
应	803	0.000788
底	431	0.000423
店	196	0.000192
庙	42	0.000041
庚	1	0.000001
府	154	0.000151
庞	92	0.000090
废	118	0.000116
度	430	0.000422
座	111	0.000109
庭	33	0.000032
庳	1	0.000001
庵	1	0.000001
庶	16	0.000016
康	30	0.000029
庸	15	0.000015
廉	12	0.000012
廊	56	0.000055
廓	11	0.000011
廪	2	0.000002
延	47	0.000046
廷	139	0.000136
建	121	0.000119
开	2145	0.002105
异	359	0.000352
弃	77	0.000076
弄	398	0.000391
弈	1	0.000001
弊	9	0.000009
式	145	0.000142
弑	15	0.000015
弓	18	0.000018
引	251	0.000246
弘	4	0.000004
弛	1	0.000001
弟	811	0.000796
张	549	0.000539
弥	65	0.000064
弦	18	0.000018
弧	19	0.000019
弩	2	0.000002
弭	2	0.000002
弯	55	0.000054
弱	123	0.000121
弹	81	0.000080
强	510	0.000501
归	235	0.000231
当	1308	0.001284
录	39	0.000038
形	234	0.000230
彤	17	0.000017
彦	1	0.000001
彩	145	0.000142
彪	17	0.000017
彬	231	0.000227
彭	10	0.000010
彰	1	0.000001
影	424	0.000416
役	44	0.000043
彻	115	0.000113
彼	32	0.000031
往	598	0.000587
征	47	0.000046
径	8	0.000008
待	240	0.000236
很	1479	0.001452
徊	12	0.000012
律	30	0.000029
徐	521	0.000511
徒	109	0.000107
得	4306	0.004227
徘	12	0.000012
御	35	0.000034
循	17	0.000017
徭	1	0.000001
微	580	0.000569
德	121	0.000119
心	2795	0.002743
必	312	0.000306
忆	71	0.000070
忌	60	0.000059
忍	507	0.000498
忐	12	0.000012
忑	12	0.000012
忖	12	0.000012
志	119	0.000117
忘	95	0.000093
忙	695	0.000682
忠	23	0.000023
忡	8	0.000008
忤	2	0.000002
忧	53	0.000052
忪	1	0.000001
快	1038	0.001019
忬	95	0.000093
念	179	0.000176
忸	1	0.000001
忽	75	0.000074
忾	1	0.000001
忿	3	0.000003
怀	314	0.000308
态	138	0.000135
怂	8	0.000008
怅	6	0.000006
怎	1174	0.001152
怒	388	0.000381
怔	16	0.000016
怕	846	0.000830
怖	87	0.000085
怜	80	0.000079
思	479	0.000470
怠	17	0.000017
怡	5	0.000005
急	475	0.000466
怦	1	0.000001
性	438	0.000430
怨	122	0.000120
怩	1	0.000001
怪	560	0.000550
怯	11	0.000011
怵	1	0.000001
总	388	0.000381
怼	3	0.000003
恃	2	0.000002
恋	125	0.000123
恍	44	0.000043
恐	189	0.000186
恒	1	0.000001
恕	11	0.000011
恙	4	0.000004
恢	134	0.000132
恤	4	0.000004
恨	150	0.000147
恩	93	0.000091
恪	3	0.000003
恫	2	0.000002
恬	8	0.000008
恭	57	0.000056
息	428	0.000420
恰	95	0.000093
恳	14	0.000014
恶	266	0.000261
恹	5	0.000005
恼	30	0.000029
恿	3	0.000003
悄	56	0.000055
悉	80	0.000079
悍	69	0.000068
悔	51	0.000050
悖	1	0.000001
悚	46	0.000045
悟	63	0.000062
悠	120	0.000118
患	27	0.000027
悦	108	0.000106
您	354	0.000347
悬	32	0.000031
悯	4	0.000004
悲	41	0.000040
悴	6	0.000006
